"State","County","Deaths","Population","CrudeRate","PercentOfTotalDeaths"
"Entity[""AdministrativeDivision"", {""SouthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Newberry"", ""SouthCarolina"", ""UnitedStates""}]","TemporalData[TimeSeries, {{{Quantity[13, ""People""]}}, {TemporalData`DateSpecification[{2010, 1, 1, 0, 0, 0.}, {2010, 1, 1, 0, 0, 0}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 0}, ValueDimensions -> 1, DateFunction -> Automatic}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[37508, ""People""]}}, {TemporalData`DateSpecification[{2010, 1, 1, 0, 0, 0.}, {2010, 1, 1, 0, 0, 0}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 0}, ValueDimensions -> 1, DateFunction -> Automatic}}, True, 10.3]","TemporalData[TimeSeries, {{{Missing[""NotAvailable""]}}, {TemporalData`DateSpecification[{2010, 1, 1, 0, 0, 0.}, {2010, 1, 1, 0, 0, 0}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 0}, ValueDimensions -> 1, DateFunction -> Automatic}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[0.00251, ""Percent""]}}, {TemporalData`DateSpecification[{2010, 1, 1, 0, 0, 0.}, {2010, 1, 1, 0, 0, 0}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 0}, ValueDimensions -> 1, DateFunction -> Automatic}}, True, 10.3]"
"Entity[""AdministrativeDivision"", {""SouthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Oconee"", ""SouthCarolina"", ""UnitedStates""}]","TemporalData[TimeSeries, {{{Quantity[11, ""People""], Quantity[12, ""People""], Quantity[16, ""People""], Quantity[12, ""People""], Quantity[14, ""People""], Quantity[11, ""People""], Quantity[13, ""People""], Quantity[14, ""People""], Quantity[15, ""People""], Quantity[15, ""People""], Quantity[13, ""People""]}}, {{{3155673600, 3187296000, 3218832000, 3281904000, 3313526400, 3345062400, 3376598400, 3408134400, 3439756800, 3471292800, 3534364800}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[66215, ""People""], Quantity[67170, ""People""], Quantity[68194, ""People""], Quantity[69615, ""People""], Quantity[70581, ""People""], Quantity[71490, ""People""], Quantity[72407, ""People""], Quantity[73089, ""People""], Quantity[73829, ""People""], Quantity[74273, ""People""], Quantity[74627, ""People""]}}, {{{3155673600, 3187296000, 3218832000, 3281904000, 3313526400, 3345062400, 3376598400, 3408134400, 3439756800, 3471292800, 3534364800}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""]}}, {{{3155673600, 3187296000, 3218832000, 3281904000, 3313526400, 3345062400, 3376598400, 3408134400, 3439756800, 3471292800, 3534364800}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[0.00212, ""Percent""], Quantity[0.00232, ""Percent""], Quantity[0.00309, ""Percent""], Quantity[0.00232, ""Percent""], Quantity[0.0027, ""Percent""], Quantity[0.00212, ""Percent""], Quantity[0.00251, ""Percent""], Quantity[0.0027, ""Percent""], Quantity[0.0029, ""Percent""], Quantity[0.0029, ""Percent""], Quantity[0.00251, ""Percent""]}}, {{{3155673600, 3187296000, 3218832000, 3281904000, 3313526400, 3345062400, 3376598400, 3408134400, 3439756800, 3471292800, 3534364800}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]"
"Entity[""AdministrativeDivision"", {""SouthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Orangeburg"", ""SouthCarolina"", ""UnitedStates""}]","TemporalData[TimeSeries, {{{Quantity[11, ""People""], Quantity[11, ""People""], Quantity[11, ""People""], Quantity[15, ""People""], Quantity[15, ""People""]}}, {{{3250368000, 3313526400, 3439756800, 3534364800, 3565987200}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[91788, ""People""], Quantity[92197, ""People""], Quantity[92755, ""People""], Quantity[91476, ""People""], Quantity[90942, ""People""]}}, {{{3250368000, 3313526400, 3439756800, 3534364800, 3565987200}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""]}}, {{{3250368000, 3313526400, 3439756800, 3534364800, 3565987200}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[0.00212, ""Percent""], Quantity[0.00212, ""Percent""], Quantity[0.00212, ""Percent""], Quantity[0.0029, ""Percent""], Quantity[0.0029, ""Percent""]}}, {{{3250368000, 3313526400, 3439756800, 3534364800, 3565987200}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]"
"Entity[""AdministrativeDivision"", {""SouthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Pickens"", ""SouthCarolina"", ""UnitedStates""}]","TemporalData[TimeSeries, {{{Quantity[12, ""People""], Quantity[17, ""People""], Quantity[11, ""People""], Quantity[18, ""People""], Quantity[17, ""People""], Quantity[10, ""People""], Quantity[16, ""People""], Quantity[16, ""People""], Quantity[18, ""People""], Quantity[17, ""People""], Quantity[23, ""People""], Quantity[22, ""People""], Quantity[18, ""People""], Quantity[32, ""People""], Quantity[18, ""People""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[109851, ""People""], Quantity[110757, ""People""], Quantity[111600, ""People""], Quantity[111806, ""People""], Quantity[112704, ""People""], Quantity[113554, ""People""], Quantity[114344, ""People""], Quantity[115570, ""People""], Quantity[116815, ""People""], Quantity[118330, ""People""], Quantity[119183, ""People""], Quantity[119224, ""People""], Quantity[119574, ""People""], Quantity[119670, ""People""], Quantity[119829, ""People""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[0.00232, ""Percent""], Quantity[0.00328, ""Percent""], Quantity[0.00212, ""Percent""], Quantity[0.00348, ""Percent""], Quantity[0.00328, ""Percent""], Quantity[0.00193, ""Percent""], Quantity[0.00309, ""Percent""], Quantity[0.00309, ""Percent""], Quantity[0.00348, ""Percent""], Quantity[0.00328, ""Percent""], Quantity[0.00444, ""Percent""], Quantity[0.00425, ""Percent""], Quantity[0.00348, ""Percent""], Quantity[0.00618, ""Percent""], Quantity[0.00348, ""Percent""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]"
"Entity[""AdministrativeDivision"", {""SouthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Richland"", ""SouthCarolina"", ""UnitedStates""}]","TemporalData[TimeSeries, {{{Quantity[33, ""People""], Quantity[26, ""People""], Quantity[24, ""People""], Quantity[24, ""People""], Quantity[30, ""People""], Quantity[31, ""People""], Quantity[28, ""People""], Quantity[27, ""People""], Quantity[32, ""People""], Quantity[43, ""People""], Quantity[38, ""People""], Quantity[50, ""People""], Quantity[35, ""People""], Quantity[44, ""People""], Quantity[51, ""People""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[318034, ""People""], Quantity[320677, ""People""], Quantity[327446, ""People""], Quantity[331285, ""People""], Quantity[336273, ""People""], Quantity[345750, ""People""], Quantity[349003, ""People""], Quantity[357096, ""People""], Quantity[366111, ""People""], Quantity[373789, ""People""], Quantity[380245, ""People""], Quantity[384504, ""People""], Quantity[389116, ""People""], Quantity[393830, ""People""], Quantity[399256, ""People""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[0.00637, ""Percent""], Quantity[0.00502, ""Percent""], Quantity[0.00463, ""Percent""], Quantity[0.00463, ""Percent""], Quantity[0.00579, ""Percent""], Quantity[0.00599, ""Percent""], Quantity[0.00541, ""Percent""], Quantity[0.00521, ""Percent""], Quantity[0.00618, ""Percent""], Quantity[0.0083, ""Percent""], Quantity[0.00734, ""Percent""], Quantity[0.00966, ""Percent""], Quantity[0.00676, ""Percent""], Quantity[0.0085, ""Percent""], Quantity[0.00985, ""Percent""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]"
"Entity[""AdministrativeDivision"", {""SouthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Spartanburg"", ""SouthCarolina"", ""UnitedStates""}]","TemporalData[TimeSeries, {{{Quantity[21, ""People""], Quantity[37, ""People""], Quantity[39, ""People""], Quantity[33, ""People""], Quantity[19, ""People""], Quantity[28, ""People""], Quantity[31, ""People""], Quantity[40, ""People""], Quantity[36, ""People""], Quantity[39, ""People""], Quantity[43, ""People""], Quantity[49, ""People""], Quantity[44, ""People""], Quantity[43, ""People""], Quantity[42, ""People""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[251886, ""People""], Quantity[253791, ""People""], Quantity[256469, ""People""], Quantity[258467, ""People""], Quantity[260223, ""People""], Quantity[261828, ""People""], Quantity[264481, ""People""], Quantity[268898, ""People""], Quantity[274215, ""People""], Quantity[279673, ""People""], Quantity[283335, ""People""], Quantity[284307, ""People""], Quantity[286868, ""People""], Quantity[288745, ""People""], Quantity[290969, ""People""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[0.00406, ""Percent""], Quantity[0.00714, ""Percent""], Quantity[0.00753, ""Percent""], Quantity[0.00637, ""Percent""], Quantity[0.00367, ""Percent""], Quantity[0.00541, ""Percent""], Quantity[0.00599, ""Percent""], Quantity[0.00772, ""Percent""], Quantity[0.00695, ""Percent""], Quantity[0.00753, ""Percent""], Quantity[0.0083, ""Percent""], Quantity[0.00946, ""Percent""], Quantity[0.0085, ""Percent""], Quantity[0.0083, ""Percent""], Quantity[0.00811, ""Percent""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]"
"Entity[""AdministrativeDivision"", {""SouthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Sumter"", ""SouthCarolina"", ""UnitedStates""}]","TemporalData[TimeSeries, {{{Quantity[11, ""People""], Quantity[12, ""People""], Quantity[10, ""People""], Quantity[14, ""People""], Quantity[12, ""People""], Quantity[10, ""People""], Quantity[14, ""People""]}}, {{{3124137600, 3187296000, 3218832000, 3376598400, 3439756800, 3502828800, 3534364800}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[104827, ""People""], Quantity[104629, ""People""], Quantity[105380, ""People""], Quantity[106014, ""People""], Quantity[107004, ""People""], Quantity[107460, ""People""], Quantity[108052, ""People""]}}, {{{3124137600, 3187296000, 3218832000, 3376598400, 3439756800, 3502828800, 3534364800}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""]}}, {{{3124137600, 3187296000, 3218832000, 3376598400, 3439756800, 3502828800, 3534364800}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[0.00212, ""Percent""], Quantity[0.00232, ""Percent""], Quantity[0.00193, ""Percent""], Quantity[0.0027, ""Percent""], Quantity[0.00232, ""Percent""], Quantity[0.00193, ""Percent""], Quantity[0.0027, ""Percent""]}}, {{{3124137600, 3187296000, 3218832000, 3376598400, 3439756800, 3502828800, 3534364800}}}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]"
"Entity[""AdministrativeDivision"", {""SouthCarolina"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""York"", ""SouthCarolina"", ""UnitedStates""}]","TemporalData[TimeSeries, {{{Quantity[12, ""People""], Quantity[18, ""People""], Quantity[22, ""People""], Quantity[18, ""People""], Quantity[15, ""People""], Quantity[19, ""People""], Quantity[20, ""People""], Quantity[20, ""People""], Quantity[22, ""People""], Quantity[24, ""People""], Quantity[30, ""People""], Quantity[20, ""People""], Quantity[34, ""People""], Quantity[26, ""People""], Quantity[40, ""People""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[161546, ""People""], Quantity[164614, ""People""], Quantity[169103, ""People""], Quantity[173021, ""People""], Quantity[177138, ""People""], Quantity[181839, ""People""], Quantity[188117, ""People""], Quantity[197892, ""People""], Quantity[208640, ""People""], Quantity[217463, ""People""], Quantity[223616, ""People""], Quantity[226073, ""People""], Quantity[230528, ""People""], Quantity[234635, ""People""], Quantity[239363, ""People""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[0.00232, ""Percent""], Quantity[0.00348, ""Percent""], Quantity[0.00425, ""Percent""], Quantity[0.00348, ""Percent""], Quantity[0.0029, ""Percent""], Quantity[0.00367, ""Percent""], Quantity[0.00386, ""Percent""], Quantity[0.00386, ""Percent""], Quantity[0.00425, ""Percent""], Quantity[0.00463, ""Percent""], Quantity[0.00579, ""Percent""], Quantity[0.00386, ""Percent""], Quantity[0.00657, ""Percent""], Quantity[0.00502, ""Percent""], Quantity[0.00772, ""Percent""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]"
"Entity[""AdministrativeDivision"", {""SouthDakota"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Meade"", ""SouthDakota"", ""UnitedStates""}]","TemporalData[TimeSeries, {{{Quantity[13, ""People""]}}, {TemporalData`DateSpecification[{2013, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 0}, ValueDimensions -> 1, DateFunction -> Automatic}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[27202, ""People""]}}, {TemporalData`DateSpecification[{2013, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 0}, ValueDimensions -> 1, DateFunction -> Automatic}}, True, 10.3]","TemporalData[TimeSeries, {{{Missing[""NotAvailable""]}}, {TemporalData`DateSpecification[{2013, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 0}, ValueDimensions -> 1, DateFunction -> Automatic}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[0.00251, ""Percent""]}}, {TemporalData`DateSpecification[{2013, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 0}, ValueDimensions -> 1, DateFunction -> Automatic}}, True, 10.3]"
"Entity[""AdministrativeDivision"", {""SouthDakota"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""Minnehaha"", ""SouthDakota"", ""UnitedStates""}]","TemporalData[TimeSeries, {{{Quantity[18, ""People""], Quantity[22, ""People""], Quantity[29, ""People""], Quantity[19, ""People""], Quantity[26, ""People""], Quantity[25, ""People""], Quantity[25, ""People""], Quantity[18, ""People""], Quantity[24, ""People""], Quantity[19, ""People""], Quantity[21, ""People""], Quantity[26, ""People""], Quantity[33, ""People""], Quantity[30, ""People""], Quantity[29, ""People""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[145631, ""People""], Quantity[148281, ""People""], Quantity[150775, ""People""], Quantity[152062, ""People""], Quantity[153740, ""People""], Quantity[155648, ""People""], Quantity[157778, ""People""], Quantity[160630, ""People""], Quantity[163577, ""People""], Quantity[166320, ""People""], Quantity[168482, ""People""], Quantity[169468, ""People""], Quantity[171752, ""People""], Quantity[175037, ""People""], Quantity[179640, ""People""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""], Missing[""NotAvailable""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]","TemporalData[TimeSeries, {{{Quantity[0.00348, ""Percent""], Quantity[0.00425, ""Percent""], Quantity[0.0056, ""Percent""], Quantity[0.00367, ""Percent""], Quantity[0.00502, ""Percent""], Quantity[0.00483, ""Percent""], Quantity[0.00483, ""Percent""], Quantity[0.00348, ""Percent""], Quantity[0.00463, ""Percent""], Quantity[0.00367, ""Percent""], Quantity[0.00406, ""Percent""], Quantity[0.00502, ""Percent""], Quantity[0.00637, ""Percent""], Quantity[0.00579, ""Percent""], Quantity[0.0056, ""Percent""]}}, {TemporalData`DateSpecification[{1999, 1, 1, 0, 0, 0.}, {2013, 1, 1, 0, 0, 0.}, {1, ""Year""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 10.3]"
